alias,channels_closed
start9-0xf0356da127534d74,0
U got IT,2052
02ff7c3c7e6d55fd0482,507
KeiserReport,1236
BROSEPH,183
03ffe9fae28c300d54d4,0
027be9e7e2bc7ec87177,24
CHOWDER-BLITZ,2842
03beaab04d8541b29d08,446
Outer Space,304
VzKLnD,3
02e40b0539b0ae06a016,26
HODLcat.com,3943
0317d160147599fbc8c3,43
034e94566b2068f10ce9,13
02324d5431744620cd9b,0
03055c786d838a0b2d10,0
Satoshicentre,3
0271584d928bc86d0b81,8
020e97e3b9a3f8206b18,15
Rothbardian,5
Glorfindel,93
WildCard,956
Mjollnir,154
03ae76d355e494300fb9,669
FF4,1023
Cybertronic,12
0228b05a27e1dc731ea5,1935
CasaMasaNode,1042
lncm-dm-4,1306
AALTOBlitz,6
Blitzknoten,0
0236e95456571991a979,10
raspi-mandeezy,549
LightningFast,4462
satoshi,0
SCUDlnd,335
02b85d0cd802f825d20e,337
CdnBcn,5
Odin,51
024a0929beb54ed0b650,39
jjblitz,581
BotaLN,3158
028d3db2ab84cd12e248,0
⚡Oncryptomind⚡,649
03ca5b1d6f8c0f99f71f,121
02cea40d9abce36f1f8c,229
ac0709e0a1-sphinx,0
024554d660e0d4aa264b,536
NederNodeBE,0
02dd941389353823a799,250
023a9a90372423e78cea,5
LifeUhFindsAWay,539
BTCtokyo,3
lnfocus,535
deezy,7638
bias001_Lightning,3
R2D2,45
CLN,3
02ace895ccf861a58d8a,3
0295086c90c91ecfdfca,5
8ce8e2e6736e,0
arcbender,1069
BlackNode,1893
cookies_af,0
02959e06499cf358896a,74
bconf,57
02248346c3049e77b23b,88
02cf6919a70f3d09c487,209
028223eb3b8d5e96842a,8
Los,10776
SijoittajaTursas,7
0370508de6d12e5eb660,758
butterfly,113
PathfinderRPi4Bolt,2641
GrumpyMelon,17
fulgurlab.com,123
LBTC1,0
Nasi,678
Pedro for President,886
k.lightning,18
03f8e47e7d8183af08cf,9
e740c086ddb6,0
Spider Node,106
Scabland1,19
NewWorldCash,463
LivingWell,5
Imp1,14
Mongo Lightning,1399
LNClash,9353
Zandweter,656
02e74741aa6f3c3ccd69,0
triple_lightning_412346501149638,244
mokey,9
0337cbe1e8d4146a76df,6
LNBIG.com [lnd-34],20772
ctznln001,5311
pliskin,1607
The Anfield Node ⚡🔴,24
btc_consciousness,5
Weltnetz,2920
nix-bitcoin,3
1MPLEBS,16349
SOMBERGENESIS,1155
BrandorsHaven,3
galt,163
Escobar,14
02c96931865bf83ed13d,0
02a2319e7928b3754296,3
X-TRIX.ORG,0
02031611208feda4a029,164
電母,3305
03baaee63fb13c060889,351
02833c2d518851358dcc,49
monode,190
Not-A-Diamond-Emoji,434
NPS,7165
tlvshop.com,188
0322221b1dca20533849,2238
lnode.box,4
02f0b52ca841a2cabe8b,26
ORION,138
026872ab5796c8ce85ac,0
0259bf03f2502722e0d8,1018
zeus,635
SOMBERMONTANA,3
Supercon-🦆-tor-1,4034
Zeno21,28
02b200a6e6c8e69b9acc,3
macha,330
FemaRegion8,37
Dolphanarchist nodl [LND],8
BOB Chicago,2287
nodl-lnd-s009-013,0
NODE21,532
Lightningfan,0
mftm,749
satOne,17
028a78798b1757331a51,20
022178d189661a1d9690,3
TKworth,649
03ee3bc84cea6aaacff7,6
034ceb780dbdf28d8d34,289
Norwegian_Winter_Node,3
0227e1bb008d053484b1,659
dodoblitz,187
OneSevenFive,0
030a8ff77748452726d2,0
latitude55 [LND],20
026fee5ebbf2334f0458,440
charity,23
Vangogh,82
024a272c7ff6e3ac6803,55
RecklessRouting,1523
iAlex,26
moron mountain,16
028618337de3ac7887a5,6
LightningPi,0
BroNode,2456
LurkingFearBTC,3167
028655dbf042c851ffe9,17
0336ba67104cace2f52c,21
ZeroShift,1140
GO Satoshi NL (2),938
Nakomoto,1208
btcblitz,0
DonBlitz,0
bezysoftware,2290
tempehtots,1481
032a3e7c39432f4609b0,415
Jones's Lightning Network,8
CatoshiNakameowdo,13
Podcast Index,13251
BTCMax,3
RandysNode,3085
03d0d38ba0f8b5d59d98,366
03164e3a822dac05cd81,720
026a096d44cd278356e4,3
linusvanpelt,0
HollandHUB,13117
0316f09e1bbfa3f6dafc,0
03ef49a718ec2e936ce2,4
My1stBTCLND,1046
TURGIDSON-PLEBNET,12127
L0RD_PL3B,82
GanaccisNode,7619
CONFIRMO.net,8491
032381f925743e86cefb,721
LOUDFEED-v0.10.0-3-g7b7dc9e,0
03bf5005bbb9c9dc5061,46
Johnny Topside,445
BTCNode1,1022
Morphy,3066
themerkleroot,39
035c0fb11056b3ba9fd7,32
030e5f05e1ee2baf7835,534
IslandHODL,4146
pantarhei,1662
LondonEye plebnet.org,2799
⚡️.0615 Club ⚡,5354
025ed7a738019d2371f0,0
NotATesla,3975
UndergroundRailNode,26
BTC Keistad,10
diamond.dilemma,417
dm-ltng,428
030ca568f8697a210ab8,9
0224f8a99c01dae0fb02,3
Sparkynode.A2.ln,975
freelove,183
02c14d70d6a9f4e19b0f,20
NCC-638,772
0340ab86bd5dcb5eecdc,8
FJsLND,20
PinkGrass,11
coinkeeper1,615
Metaverse,432
BSETMET,45
TurnedOnDigital,554
Zion_Citizen,3324
blitzmoml,6
LN_RN,2107
LN_Grimstad,1366
whitespark,1783
L8 9Gh N0D [MP],479
Homestarrunanode,4009
03edfffc404ff6adf4d8,2210
022c62519e7cb426ad08,201
MORDOR_BY_RYAN_2,1263
Tanksen_F,849
LndNODE.RO.MM1,3
037795ceed647adf5176,3
02dcf856b4d85f62e66e,28
WorkingBoyNode,3462
pinsert.pl,82
2394a927eb9e,0
OMTYO [KYCJELLY.COM],184
quexa,14
LiveFreeBTC,3
0297c6cc9d4a96ce239d,0
BTC21Pay,127
HubHub,1671
CreditosCardona.com,17
03e9725720f22b653c70,104
Connection_Matters,354
BurnworksLightning,12
wim,1246
whatsnext,40
Brian Harrington Consulting,419
light-tube.eu,0
MagRe,4
⚡ 2FakTor ⚡,19
03dbe1c7564c4a38a478,8
NoFapChallenge,990
02079d98e734003cb2be,55
robot_party,73
03a1c7fd1dd2b32246d0,589
031a02d69bf09a869960,15
Zeus,34
bdblitz,168
GREENCHIPMUNK,1083
REDFARM,505
02d8deecc922e53e7915,0
ElSalvadoors,4912
bitcoindiscovery.org,136
StoneNode,3
0223c52a310f379276cc,23
XPNN,186
GreatWallet,1078
LePapaNode,497
zimbabwerise,0
HUB HUB NL Lightning,3481
Icarus,844
Satoshi-Layer2,3568
BirdBoy,61
03b81e2ba0037abe5f13,1098
BlazeBTC,593
03c1409251fcf1502b1a,3
ZazuetaRaspiBlitz,580
0294fefc743a1815e476,647
MinutemanMade,364
0355a59f665490d1d416,110
dad-rbt,686
pwanst,446
Meyerlingas,1109
03144385021e4add8c85,1039
Matt21,796
LorienTickTock,222
03fb4ef875da6c46f46f,0
03ad5e16ed1de4bb74c8,13
🌛m00ninite🌛,6846
Tahoma,15
CurlyUnanimity,189
jackewiehose,789
021d70a400e9b8b0ebc1,1570
0284f5d63a31f86161b3,15
035f5226723f7666ba22,5
Nintendo,1175
MOLA La Lightning,7238
03b23ba116699cecacf7,166
raspicoin,3
02ddfb4d69063785d59a,19
Panikorchester,1568
02414422abbb0977ed75,114
03fd4d03de7667e98e80,29
cyphersafe,3
CornOperator,599
EmerisRaspi,61
03dc3f8ee5b083467a3b,3
Chainium,29
0384372d10a96c5b0657,6
sats.sh,99
bbbbbpl,523
03b84c966e72e7eb3283,0
zoe,43
FranksNode,698
Lia.Satoshi,533
Stekking.com,5806
025765f663c26036fcd9,27
PlayPallAcid,6551
CentralLondonBlitz,7141
thebear,29
03aab2f1cc92dd1ab8e5,7
SEM ARROZ PARA O STF ⚖️,22
bearfridgeln,377
marburg.ddns.net,2041
TheSEC,402
HicEtNunc,2199
027b327495d7fdc4d51a,3
02f45a3aba49e5eb1300,1938
ln.solid,126
deej,5889
Satoshi,15
Satoshis_Paradise,3017
02dd6d80a2ace4e16506,23
BlockSpaces 🟦,329
Seven Seas Of Rhye,3409
BlockSpaceNGChuta,0
yunipher,807
yalls.org clearnet-yalls,13012
Wokulski,724
SLYNKNET,685
robinode,177
Zife.com,897
03e74dbe3ff65cb6b9d7,26
ORDINARYRENDITION,5046
RTK,2018
Frietpan,38
029f3bef1f817adf4b2f,174
GievenLight,2936
justSATS,3
and its gone,89
Fr3m3l,1414
032159770ddfb2f70f3e,9
FastSat.io,9522
ln.ealdorman.com,2506
BitcoinCitadels,12
02250428a312d6dc906d,0
FUCK VISA,5344
FutureBank,57
NodePhilipp,3
StakeCube.net,0
Raggax,37
XBDNode,10
fridolin2,1132
028d251c23ac10bae91d,3
Goyal & Sons,2923
nofrixion_tokyo,700
The Modfather - PLEBNET.ORG,19
AlpenBlitz,30
Reptilian Banking Cartel,1546
022f33dd67878714ad17,2294
Psytone,540
dilboy,4281
ChainCamp.cz,2792
hotchicken.org,195
GarfieldsMyNodeLND,26
0206cbcbb6d42a350f30,8
Theculture,104
⚡tribalBlock,1173
9c826ff705-sphinx,0
jpnode,88
Aldebaran,4349
02f4e300487e8c546d6c,7
lambo_bitcoin,396
SAGA,3323
Molina de viento,2495
0238d849e4f304b8d24d,5
024888c4e16799832a49,10
022111b67858180c9680,0
Good Vibes Only,0
Satelightning,138
bitcoin.grey.pw,1424
nodl-af5994da48b8b59d9d6475ac,0
03b4e07708aa053068b8,8
0356cf6646a8022cddde,33
JLRB1,9
dpointraspiblitz2,0
gengelmann2021,8
APBlitz,968
clinton5n,0
skyenet,1374
Pluke,1172
voelklightning,5
03c13dfd0d26eab6d530,22
PhilipeNodenor,626
PrairieWaltz-PLEBNET.org,1261
LightSword,429
WunschNode,633
031a4579f808c9b61804,0
Maxjuwil [LND],3372
Stoneward Digital,544
022682e4b70acbd8acc8,106
BikiniMitte,3322
start9-0xead3f8d1709505d,3
LMAB,392
madbaker,1953
stakings.net,20
OneCoinToRuleThemAll,4445
02142ef4214ba30e8efb,282
0211c1ca8c94ff388d8c,582
MineralOil,1339
FREK,726
028c26186430b41525f8,4
GG,1921
03143439802abd360284,0
037067818e52bf727186,2583
ZickNode,4
ElectricKitten,978
020d57be48cc20be81e5,4
026adcada0e305b5a8aa,3
Billfodl 3,753
IrreduxMX,4327
I❤BTC,159
02e24bc44f5c87d930c4,0
02ba489164e75b687794,0
guyfawkes,25
LightningChannel.org,189
Orange_Boar🟠🐗,1102
02e347e9d66b508c77f2,0
02faa8cc7d954666063c,15
kTONe,4461
033f2afb121b9a334dcb,15
02c7d549e06a34d55793,72
03af52dc06c34b123695,0
LND ⚡ Routing,14404
RaspiNotBerry,801
0248609a27ab0589a6e5,28
NoPacketsLost,2026
Listener,1664
AAdmassu-01,178
DarkMetapod,56
bernie,2327
JWD TRUSTED NODE,454
2007GrandExchange,768
fat_albert,107
bitper,15
myhobbit,587
0239e761769767ace8f2,3
02faa26b31c3069b584d,128
willinodeyourkeynodeyourcoin,7079
FurShed,3
ParalelniPolis,6422
MissBitcoinMai,12
grtn,5
020449117f05cc0a8ba9,5
close_channels_do_not_use,657
maxod.ir,1064
0215190985e6416dd53a,517
bigcoiner,34
035b2b328596738817e1,661
knightnode01,2794
SparkOnLightning,756
PlebnetTbilisi,700
KookSlum,3914
nullbit,8
0259f952fd243141d744,349
Alinho,565
ToshiHODL,1219
CUBATV,244
Gondolin 🏔🏯🏔,9722
035ce2fa8d2ff2b14788,359
03ac8b814c7f5e04dd8b,3
FinlayDaG33k,13
Bear Creek Bitcoin,714
Node4711,45
PiInTheSky,583
satoshi@vistomail.com,208
GILBOA SANT,14
friskoblitz,3
02261319c2327b2e2e19,8
techblog.one,801
btcbugger,3
Nicorx,46
02a1d2856be336a58af0,10289
3a4176412b-sphinx,282
fatoldcryptonerd,3
026c2787a779519b4efc,3
seemore,8
btcity,368
038526b013192fedaf9c,7
027aec9d55b17deafd25,9
0286d9f0ef6b5b35e244,115
Topher's Node,5
raevok,138
0328337b03a372040c1f,7
BitcoinBellyButton,1130
Coinkite.com,2505
LarsNode,395
CrystalPeak,5
AVATAR,7487
Hestia,0
Pilatus,216
0270fb39effcfc329957,258
Terminus,35
02f480d6f059e8b980d7,43
Mr.Hart,2969
us0.paysea.net,5815
osyushidayo,2034
mr.orange,1663
zaurus,524
021588cd2808dade054a,8281
024038bc846a7febbf8d,506
Stadicus,4043
03218102b7e52065f9d7,1084
037e66898e32b18c8e05,648
btcbailout,554
HerbertsRaspi,2067
02ce83172c047036aa05,308
StrackLightning,3173
staysafe,3
02209ca72326b2a65259,356
CombatWombat,153
029c817ba7797ede1ef9,659
02150f2118de8bff85c7,0
Lightning_is_real_Bitcoin_Cash,19
6ae5f47d1111,0
FixTheWorld,1436
BITCOIN BLUFF,28
022590e3e92f1a2011b8,79
nevernode,3
03da97ca927ea3bfde33,451
034b94a3e4ce3ecd044a,42
lightning-lars,432
GodIsDead,24
02937e5843d9f4f21e3d,3
mynodebtc.com-gyu,65
Galileo,1171
SendNudes,178
03d1364a0721cc7e1e13,20
armsdevPL,0
Doquima,1840
TIMEROUTER,1379
Cau5tic,116
Free Sat Flow,3
Kwi4 Sats,796
IBN7,477
0241bd36b4f384d0fffa,12
CryptoCoinPals,183
Lightning Base,10
husky,319
034db5521043e56f85dd,36
FireJail,2355
03e87165a3307f8fe356,752
JOLT,159
JoLong,585
03f890a7c0c1333fbec5,295
KarlHungus,229
Squid0ne,13
Bitwage,3
Lucynator,3
sponsoredbythewind,0
Asgardas.com,845
nodl-137402a46f511995154ad072,612
bbb6012,1600
0351f0876653d87ed7f8,4
Hawk Hub,1125
03403f026d4654b4058d,88
Corvus,90
0251184cbbfe8160fd04,333
Cornelius,10761
026060497f9384462874,46
DaysofLion,7406
Running Bitcoin,221
CryptoDur,0
Nana&PapasNode,3618
f3rn,23
02f789d8f9ed773fef33,6
024cf3a444352ab13e7a,3
vikashnode,9
KIWILAMB,5672
ForEverLaura,110
039eaf9a47b76aba3aae,308
secp,3
03797da684da0b6de8a8,1956
btcpappi,0
Incitatus,1247
heisenberg-ln,1095
CHONBURI2,213
UNCLE,367
0367ae83088d316da16b,1795
notarealaddress.com,75
COVID_IS_A_LIE,3542
02ed845240c369753c66,2574
02c12363b0f977f2a23e,638
034a43fd81d5af4bc78a,7
Muota Bank,4173
Donatello,478
24h PREMIUM LIQUIDITY,4528
gkrizek,1002
please_close_channel,3
VirginNode,432
039efc6c2506592d6b4c,4
Firlefanz,348
b0982e5e-m,3
bitao,30
XNDIG,1711
CIRCOPAY,2238
antme.com,682
rueckwaerts,348
02c759f081065403e78f,0
thesimplekid,329
037e6010ce99311ff461,3
Cantmakesub-windowat217size146.,534
02cd44556a25c457ae4a,965
LNBIG.com [lnd-42],18507
02420b045279c3c7af31,0
03b2fce3945e92727c50,0
frznode,415
Scalefree,735
Why Bitcoin Rules,4036
clueless,505
ShepSoft,1054
FrontLine,1514
02475c936a25824f1067,39
0311d3f45f7961e3c5cd,844
telephorina,480
Plantain,1087
Krypto_Emm,2584
stackomat,53
walnut,607
02045849b9dbee219685,0
lightningproperties.net,0
0275bbb7b06f4dd413ad,3
RexRose,449
033467c59d0de7b09d8d,1029
SHBTC,0
Rocharie,1940
wildverick,3
1MORLAP-1,10
YGK-BTC,0
🦢 Swan Bitcoin ⚡,570
020889c3fa13d9a33144,15
02acd822c8b8758b1856,6
JulianHODL,2330
btc-ln.com,171
02021711ca9152f342af,168
0344221698256b1938d7,60
tarnhelm,138
Satoshison,2241
TheVault,6575
Meklit Chiyembekezo,338
039f8fe3c7bcb27036ab,214
CoinStasher.com,11
Zion_Trinity_2,6017
038affb942af1afd9aad,371
☭ - USSR - ☭,2242
xmrk,22379
Hades,2398
umbrel.ln-kassa.onion,3
glyfted,0
026e0fb9ed4ba8de383a,192
👽👽👽👽👽👽👽👽,652
Seppy,347
CryptoFOMO,1714
Melbourne Port Phillip,2233
start9-0x8fce696f59ef4a0b,4
Paddle,96
03cb02880bf4e659ed4c,6717
CryptoCow8,1813
doubleqp🍔,9451
03cb6b0e532382a88fb0,7
031cd88f242da8e1ca9f,2259
03bbc38579cf51c6a098,517
lnswap.org,899
Desert.Lightning.Storm,2484
CRYPTOX,136
tungsten,212
SN21M,75
Secret Squirrel,756
YTMND,17740
blackcoffee,413
PatrickV,382
0390cc36272095bd21cb,310
Kerensky,2148
Lifetize,7
0315e046ad3b7b647c0b,8
033639802eedb5ed2b28,3
Bilskirnir,2700
02a7ad1da5df9a8217b3,30
bittornado,1001
Nodesignal,87
poolside-roma,1405
DigitalParadox,1093
038bbf51315a71e8d238,95
freddy,11
SnekNest,792
MBNode,687
CryptoPhil,1008
Lightning.McQueen.BTC,150
03ceb331fdb803d88336,15
CaeschyNode,11
pm02,11
minton,741
YELLOWTRINITY,3
McNallyCloud,1313
theGobblitz,85
mixln,1589
Callisto,7
lnd.measite.de,2506
030fa196f1a3d7232b8e,11
Rock Island Node,190
Kid,598
02365494f8e4fcee3938,494
Pegasus,8
029fc50efc43bd7e4422,182
Normie,1434
giorgione,4387
satoshis.tech [Tsunami],1434
yashwanth,745
MrYamiOko,25
BTCCUBE,92
033262f43538e1780bc5,16
024516e7b6ce5633c3dc,30
03b7a080266a46d90e06,4
HAPPYROUTE,678
LND_CYPHER_PUNK,5
02cf9969215ee94cdab1,551
code9pay⚡,144
Tinky-Winky,0
nodl-lnd-s003-031,608
Kivéclair,4322
SirDubbins,1469
0292ec739c88db73f814,3481
ThunderRoad,3
03967febf51640f0d1ad,5218
ln.dohmen.net,923
eyedea,362
yoyotonga,57
Starch,19
02da4b1c78d9b1d5164e,67
⚡Validator,8
ln02.bixin.com,6290
03a9747dd16fe61d8d68,2268
02ef2a2144de419b66f4,3
0318b358c89b233eb498,0
thefreedomofchoice,261
024fa8c4240059894878,14
lnd.badsectorlabs.com,670
Muro,17
026000adbf4c4397d2ec,1197
03220917112706379910,105
02eebab81579456c799b,21
Stockholm,2929
Nolun Spaz,3452
03ff55a23d0170d9bdfc,0
027b77441f32d88262be,9
MagicalCryptoConference,685
MyMeNode,22
03d861a8cb9b30929386,8
Seshat,81
Microstorm,711
033044493bc6b7468bc0,801
02cff65b09aaaacffa5a,6
Catalunya ⚡️,3
ILFP,880
sersaprosa,11
shallot,1216
Pilsenga,92
Roger_Ver's_Firework_stand,3246
counterweight,5865
1.ln.aantonop.com,17971
03b9e3a4df9521b15d88,862
helpful node,5522
02fb827f19cd65a51208,0
node2,9253
PEPPER76,3
Bitcoinmeester2,12709
02edeb99cf560450fa6d,670
03bce92558f52d4de4b4,13
WeirdoWithBeardo [LND],3
NateNate60s-node,1872
Sparks of Lightning,1384
chill,1403
MamboRayo,115
4anewliberty,79
036eb73807389fd1dd9f,856
sunnyvaletrailerpark,833
0203cf65531719c96198,107
BaconEater,1917
A disturbing lack of reck,3
SpicePay.com,1686
03887bb2fb5d7bcad6fb,3
034d2cdbf0c5cd02d572,1627
Caffeine,4034
IndoNode,2840
03dd34e6d8abff90ea6d,146
KayBeSee,1393
OPSEC,4942
NL Payment Lightning Node,1132
0213291558f8001f3424,54
03dcf62c45b64d6256e8,0
CrazyGoblin,519
betty,5579
naglfar,7465
blammo,64
Blitzi,0
02a33adc9cfe5c03effc,452
muzzrx,1988
Aludra,1509
032b88a270273819d68d,5
1GiletsJaunes.JMorris,775
02706c6398416f9cc060,4
021a750dea00e4606462,40
03235ff4eaa14aa7281b,40
Citizen Bitcoin [lnd] [nodl],583
GringottsBank,654
PKSnowLeopard,228
jaruspio,38
0315f37510b31bd075c8,1727
02c54d97fb1dbad84198,610
PK-NET BtcLnd,1799
Bitcoin Swiss,3
675728f138a4,36
kroisos,0
ODDAUTO,15
TakeshisCastle,2301
godspeed,5
Blender_No_9,2334
039513a61a01cc287976,0
Hyper-capitalist,6957
IMF_SUCKS,7332
ZeroBaseFee,3439
021aecd5f55e88a37af1,7
SatoshiServiceCenter,176
02a9f932cc11cc88ff51,1891
gandalf.cash,39
DesertPunk,3
02111729655b26a98290,529
BlackBox Lightning Node,993
FRN,172
MyRaspi,3
MadAppleLND,4527
21mio,205
Henny,20
zlnd0,11432
cryptem,3
RPB01,94
036657f9cb57826d33d1,3
02c53a808c35394767df,54
0263902636c89d3055a9,3
ERKAN-CRYPTO,0
0236a6ee1e5c720f35b2,1086
03f471f56eff910ee851,0
02e42f6ad60245f17394,1212
IslaCripto,169
0254a73472394cc2a8cf,1369
0307336cf860655c616f,3
BlitzKnoten21,888
brainbug,21
Kollider,12399
034997db2fa4563a86b0,1989
02963bcba3a4a49276af,3
022de62a35d17539b402,0
CoolDarkNode,772
LNDBI,5827
Chipi-Chipi-Bombon,46
rheo,80
LibertyNode,35
0264eaaee23a73150111,70
OneWorld2199,110
02e7eb95d050a2edb3d4,0
Spudz,2561
montricher,44
0360eec554d0703977f3,5
BTC-LN,409
02f8287c6f3fd549a3ae,16
036031d49302925e6c39,3
InternationalRoutingService,2052
03d98220c8144d280c5d,127
HiFiBTC,3509
0333f929cf5913e9db10,5274
aaroncj,41
033f936e6c0277e29bad,47
035e9e326c3d1979a2d6,530
Zapdos.co [Spend & Earn sats],8792
Tepeyac,9
02f3f429ab9ce765afef,979
036614e5b4b3f7d4d517,0
RaspiBlitz-1,18
032175977fab393be97b,8
Coco_Ardo,442
FreePeaceWorld,734
03ae35e9ca5283fb1aa8,0
033d3cee157dbaa16039,197
jukuli,141
bencoin_lightning_node,318
vuorenpeikko,5
03f8d05cfbcb5c0b2d93,22
02bf5a84dbc24115b5d4,19
toz19lightning,6
alby-mainnet-cln1,5
03be26af3318bcbd403d,0
winecountry,4682
ThunderSmurf,1924
03f25954c83ea637551f,921
038545ecb3c80db99914,2367
03e3d3ca4c24b3a33505,0
02ee884b2e2af0830e4a,636
ergo,278
02741610a873ff193cbb,3472
Genghis,818
⚡ CoinGecko 🦎,5
Floripanode,25
ndnd,2121
03ad6573781a10fe0e50,649
noToe,0
freejungle.net,1571
Octopus Syndicate,1796
036adfc7d487d3c0da6d,85
RazzleDazzle,36
LNB01,375
thane_of_lynwood__039b,2324
HANSIE [LND],1462
DuckChickens,4123
btcnode,3
PaleoBit (Fuck the IMF),4300
SiliCoin,97
03634cec464d6b43e779,79
LightningLeur,672
deepnode.fr,11
026addf89a482c311716,775
024a50674e751119b172,5
02f9169d3c0ee17e3645,3283
Aztlan ⚡,8
dukinator,11
02d2893996e4e72973a3,0
03d0ed06b7f3f9f55514,0
Dark Star,2121
025fa109a445cff3a104,3615
PiggyBank,753
uNiverseLND,1924
lightning01,1386
SLEEPYWALK,2594
0312c07b4e0a32d3d8e8,392
GameChanger,399
Titan,8
0314d8fc87836063d5a9,0
TheClean,355
belle_liberte[myNode][TOR],6
The Bitcoin Brief,1142
eHJGa5oVJjB59otB5r,2115
Super Smooth Lightning Road,230
034781dbf0d5314b0c20,109
FreedomBitcoin,975
Monotone,0
02f504f684fa2da8543a,76
02b0f6c932190fb51a09,6
Pierce3-LN,950
AGAMA21,12
03994d4c9051a5268726,23
03d6b753d5145b27b65b,5
madnode,6402
0344a52d590cd944a57a,1607
02ebe77e05a4519c17a4,3
fascinationmoon,1381
0317816a84895f3a59b1,0
BAMBU,3087
When,1486
03f6ac15e12f2b365d08,655
Irayde,32
0261d3dc85c0f9f378e0,36
Philly1979,25
021c5e48d6d43bf5d790,21
Buccaneer,1481
Nasty_Nardo,12138
R⚡️,487
serverpay.xyz,30
Kozzi,1952
028452ef17138f10857b,9
Thunder21Storm,0
El Salvador B4B,0
darmynode.btc,14
btcpay.bitcoinservice.it,836
SATROCK,2304
POLYPHONIC 🥁,15
NodlAndHodl,722
scaredibis-ln [LND],41
SeoSatoshi,5445
LIGHTNING10,71
03bd794f435f254200c5,3
lessefer,263
nobblet-receive,13
Xstream,5209
CheeseBTC,4259
Fazenhodl,2111
ming,121
02bcc802fa6bda919a69,159
NoodleSki,375
02a6f31cc788036bd5f6,215
029507caab603bac8cba,3288
FROMAGEFRAIT,159
8DegreesWO,12268
Orcas,788
easter_island [LND],68
Aurora,2146
kraken,6153
BTCPayW,11
Garage,3
c0baf200d192,0
⚡️ BitRocket.co ⚡️,6766
036549ee7d15d45fe955,78
028c2519859b21ce569e,786
GSD,804
Shadowy Super Noder,1580
LOUDBEAM,35
start9-0x1d96c2a130398908,75
BTC25370,101
Chiefmonkey,1599
CoinOS,14668
02ef5162859275ec17ec,690
Xenomorph,557
02eae962b65d2e71a7f1,15
0297da19aea870de6469,759
transparentlotto.com,1150
gigetto,1292
Chain Defender,70
VIOLETBEAM,5670
03c03486cdcf2b26b6b1,3
Gandalf,0
HardMoney,3206
024958d7af15bb9f04aa,3
DrunkenCommander,97
03a3b0460644d4fac81e,47
Hodelnoodel,143
Hydrogen,2028
MYHOBBIT,160
bfx-lnd0,31162
VaderNode,466
Coinstreet_Berlaar,14
03ae19786884da33c7e3,3
CamboaNode,5
033a136efe57862c2da5,0
ergvein.net,11914
Bittenberg1031,692
MyFreedom,2266
TetonLightning,973
JeremyReed,357
Pinkis,4
BTCPortal [1],1008
papaya,5
[Money],5
Folksbank,5896
daedra,402
windranger,1505
YerALightningNodeHarry,428
ThorRB1,0
03ba552f02f323bd962a,15
cosmicnag,1808
0260afd182d7eadefc5d,6
036f028db7bb3a6a871a,0
HODLERofLastResort,388
The New Regime,3895
0355d0369f31c6df8982,39
03e898e58e4e77f38518,36
zerofire,222
03724a8dc218f9499ce7,109
02ff1250968e501c94da,5
mamalamama,326
02de34055ba69361ad75,238
02612b4f02cdcb424e52,3
0279cded4150cab8a171,3
renesraspi,55
KryptoKragon,10396
02320bd58dba5d169c35,130
junebug,563
0271e5456c8afd452d42,7
pmaNode,4
03ffbf7ef99f52555d40,21
armindani,3
satoshibeach,0
sovereign.styloshi,2033
IDontAlt-B,2584
02f3ee9e3fd62c8821e4,5
03881b9cf869e969d7d5,3
WRONGBAGEL,3
ShelbyApp,810
NoWayJose,1122
keoblitz,1382
02246b2b802a75946ce0,763
03ceb8234fa80fdb8301,440
0221f3ce3f7d2ac19e9c,0
Jangoosnode,1075
L33T,793
McDouchebag²,8754
DreamBTC,22
MongoNode,607
9ALBlitz,0
022dae2461c5a940f88d,3
023fe0ebb91e6726b5e0,0
03ed8be2bedaa22240bf,2402
0347a0d78f4247b9bdd9,681
HUN-GyMS,5
03866cd7e7e894795a7f,38
03bfe283e94ff0d6df5a,16
0200081eaa41b5661d3b,47
02da144507ef75070d49,5
developabit,44
PioneerBTC,261
028958ac9f6933ca1e71,1298
03037e8d29a12587c1ee,6
TrustBTC,19
Hamish [myNodeBTC.com],3389
BTC [ACAB],876
kademlia,411
Jubilee,3865
kriptonmarket.com,300
031ffc8a0fcf82f1aa4e,0
MindFuzz,2880
Nodversines,118
YeetNode,390
highway,3983
0258ee97eea284a64d8a,500
032b1cda51d110342b02,269
0342dee9903fa3db8ce4,0
03fe6b9c2f42cb3a3efd,596
ln.BitSoapBox.com,12619
margol,380
03d5e14480d49d3bfe65,95
9c0314e26a-sphinx,0
strudel,13
034b0a2d6f0a95ea05a9,973
alex,6
UmbrelReach,14042
PTG,13
02e4ed4f1f7192e71efd,94
021e266605b517839d23,15
Lightning on Everest,445
0337dcdacb3e8202b561,0
isaiah11:16,159
034e379ee007dddbdb1e,0
023e56b5b23dadc9e8a8,102
gromtemazo [nodl-cloud],1206
Wasanbon,136
Crypto_Finder,1640
HippieWheel,3
0301d3988078be3cc52b,3
Nuclear Beasto ⚡️,27
031254503f01dee1cd8b,11
03f52d564ddc96755a68,2826
03008c4e366a91a4d3d5,202
035c019babaf280bdaaf,566
t0mix,2365
TheBiz.pro,96
029e3508ee0579a5aceb,7
TheFutureIsNow,1869
03f08fda2a8183c9dde3,3144
burger,2055
026549d999c74da329d4,336
Thundera,29
BitNode,5
038775102258944fbad4,1790
